descricao;endereco;area;quartos;suites;wc;vagas;valor;condominio;lat;lon;weblink
Excelente Apartamento no Bairro Xaxim.Localizado a 5 minutos da Rua Francisco Derosso, onde encontra-se diversos comércios como, Hipermercados Condor, Havan, Loja de materiais de Construção Nichele, Shopping Sports entre outras comodidades.Localização privilegiada, condomínio tranquilo e bastante iluminado.Faça uma visita! -;-;77;3;0;1;1;260000;450;-;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-xaxim-bairros-curitiba-com-garagem-65m2-venda-RS260000-id-2585599143/
OportunidadeApartamento com 3 dormitórios à venda, 147 m² por R$ 980.000 - Cabral - Curitiba/PRApartamento amplo e iluminado, reformado por inteiro com características clean, porcelanato aquecido em todo apartamento com reguladores individuais. 3 vagas de garagem, box para armazenamento.Localizado no coração do Cabral, proximo ao Madeiro, Mc Donnalds, Bresser, salão , padarias, parques e o melhor que o Cabral tem a oferecer.Condomínio antigo com jardim impecável, portaria, salão de festas grande e churrasqueira aberta.Gostou? AP1554 -;Rua São Pedro;222;3;1;4;3;980000;640;-;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-147m2-venda-RS980000-id-2582392441/
IMPERDÍVEL!APARTAMENTO NO PINHEIRINHO! NO CONDOMÍNIO PARQUE CASTELLAMMARE. EXCELENTE LOCALIZAÇÃO DO BAIRRO PINHEIRINHO!! PLANTA - 2 DORMITÓRIOS, BANHEIRO SOCIAL, SALA PARA 2 AMBIENTES, COZINHA COM ARMÁRIOS PLANEJADOS E ÁREA DE SERVIÇO. ÁREA GLOBAL DE 93,20M² E ÁREA PRIVATIVA DE 38,4M² 1 VAGA DE GARAGEM LIVRE E COBERTA! CONDOMÍNIO COM DIVERSAS ÁREAS DE LAZER!SALÃO GOURMET COM CHURRASQUEIRASALÃO DE JOGOSPLAYGROUNDQUADRA POLIESPORTIVA MARKET4U AGENDE AGORA MESMO UMA VISITA COM NOSSOS CONSULTORES DE NEGÓCIOS!;Rua Brasil Paraná de Cristo;93;2;0;1;1;208900;300;-25.51566;-49.284141;https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheirinho-bairros-curitiba-com-garagem-38m2-venda-RS208900-id-2568494885/
O Bosco Centrale está no coração da cidade. O Centro de Curitiba tem como principal característica a diversidade de opções de lazer, transporte, gastronomia, educação, saúde e cultura, além de fácil mobilidade para os principais pontos da cidade.Seu novo apartamento a apenas 6 minutos de distância da Rodoferroviária, 7 minutos da UTFPR Campus Curitiba, 9 minutos do Shopping Estação, 11 minutos da Rua 24 horas. São mais de 10 escolas, 4 shoppings, 90 restaurantes e 60 linhas de transporte coletivo na região. Total praticidade para você e sua família. -;Rua Mariano Torres;107;3;0;2;2;1117200;0;-25.431371;-49.261789;https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-107m2-venda-RS1117200-id-2583407804/
CÓDIGO: AP0423Excelente apartamento estilo Clube , na melhor localização do Portão, Ao Lado do Shopping Palladiun, Hall sala para dois ambientes cozinha com armários lavanderia . área íntima com 3 dormitórios sendo que uma suíte , banheiro social com box blindex .Prédio oferece salão de festas adulto infantil , piscina aquecida e coberta , piscina descoberta , academia etc..2 vaga para carro , portaria 24 horas .Agende sua visita com nossos corretores . -;-;77;3;1;1;2;600000;583;-;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-77m2-venda-RS600000-id-2562762193/
CONDOMÍNIO CLUBE - Edifício FusionStudio com 01 Quarto, mobiliado e decorado, com móveis planejados e infra completa para uso. Pronto para morar ou investir.O imóvel é preparado para locação mensal ou por temporada em plataforma online, com potencial de rentabilidade média de 3.000 mil reais/mês.Localizado na região central de Curitiba, a 800 metros da Praça Osório. Com fácil acesso e possui uma localização estratégica, próximo a shopping, pontos turísticos e centro empresarial/médico. Fica há 5 minutos dos principais bairros como Batel, Bigorrilho, Centro Cívico e Centro.O studio está localizado no 5 andar e possui 36 m2, conta com uma sacada ampla, tendo vista para uma linda árvore Araucária. Face leste. Possui 1 vaga de garagem coberta.Estrutura do Condomínio:O condomínio studio clube, com 9 anos de construção e possui uma área de lazer completa com:• Piscina de raia aquecida e coberta• Espaço Fitness• Salão Goumert• Salão de Festas com churrasqueira• Espaço Office • Espaço Adega Lounge• Espaço Família• Brinquedoteca• Playground• Spa com sauna e ofurô• Fire place• Lavanderia coletiva• Portaria 24 horas• Sistema de câmeras e biometria para acessos a todos ambientes do condomínioEstrutura do Studio:• Sala com TV, rack, sofá 2 lugares, 2 almofadas, 1 tapete, 1 mesa lateral branca, 1 armário em mdf branco com 4 portas (cabideiros, nichos e gavetas) e cortina com blackout.• Quarto com cama box tamanho queen, cabeceira estofada e cortina com blackout• Banheiro com bancada em mármore e gabinete em mdf branco com 2 portas, espelho, metais para toalhas, papeleira, box de vidro e chuveiro elétrico• Lavanderia com a tanque em louça, centrifuga de roupas e prateleiras.• Cozinha com mesa em mdf branco com tampo de vidro para 2 pessoas, 2 cadeiras brancas, 1 geladeira, 1 microondas, 1 cooktop de indução, 1 cafeteira, bancada com granito preto e armário em mdf branco. • Porta de acesso do studio com fechadura eletrônica Samsung, que permite praticidade e segurança no controle de entradas. • Garagem com um vaga coberta, livre e de fácil acesso.Enxoval para uso com:- 04 pratos raso- 04 pratos fundo- 04 pratos de sobremesa- 04 conjunto de xícaras/pires de café- 04 conjunto de xícaras/pires de chá- 04 facas em inox- 04 garfos em inox- 04 colheres de sopa em inox- 04 colheres de sobremesa em inox- 02 facas de corte- 02 colheres de bambu- 01 panela de inox- 04 colheres de café- 01 bandeja de bambu- 04 taças de vinho- 04 copos de vidro- 02 jogo americano- 01 jogo lençol branco- 01 colcha branca- 02 travesseiros- 01 lixeira para banheiro- 01 lixeira para cozinha- 01 lixeira grande para uso geral E mais peças e itens de decoração como: quadros, flâmulas, vasos com plantas, livros, latas…;Rua Visconde de Nacar;69;1;-;1;1;379000;490;-25.427504;-49.280202;https://www.vivareal.com.br/imovel/apartamento-1-quartos-merces-bairros-curitiba-com-garagem-36m2-venda-RS379000-id-2578567858/
"Apartamento a venda 3 quartos com suíte no Cabral a poucos metros do terminal.Excelente oportunidade para investimento ou moradia.Unidade com 110 m² de área privativa e vaga de garagem grande ,livre e individual. Cabem dois carros pequenos.Apartamento no quinto andar privilegiado por grande iluminação natural (face norte), vista livre e posição fundos (livre de barulho da rua).Seus ambientes internos estão distribuídos da seguinte forma:- sala ampla para dois ou três ambientes;- sacada;- cozinha;- dependência de empregada com quarto e banheiro;- entrada social e de serviços;- banheiro social;- 3 amplos quartos sendo um deles com suíte;- vaga de garagem livre, individual e grande (cabem até dois carros pequenos lado a lado);O condomínio oferece:- portaria 24 hrs;- salão de festas;- quadra poliesportiva;- churrasqueira coberta;- dois elevadores.Aceita financiamento e fgts. Somente venda.Vale a pena conferir. Entre em contato agora mesmo para mais informações.Valor e disponibilidade sujeitos a alterações sem prévio aviso. -";-;179;3;1;2;1;599900;1071;-;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-110m2-venda-RS599900-id-2576082771/
"**APARTAMENTO COBERTURA COM 02 QUARTOS NO REBOUÇAS - CURITIBA*** Excelente apartamento cobertura, sem mobilia, com 02 dormitório no Rebouças em Curitiba, com localização privilegiada para estudante e/ou investidor, ao lado da UNIVERSIDADE CURITIBA, localizado no 3º andar, sendo, o 4º e 5º pavimentos, no condomínio tem 01 Salão de festas com churrasqueira a carvã, o imóvel tem, aquecimento à gás, piso madeirado, churrasqueira a carvão e BWC no terraço, lareira no piso inferior, 01 sacada ampla no quarto e na suíte, e 01 sacada menor na sala, são 04 apartamentos por andar, o imóvel tem área total construída de 74,8413m², sendo a área útil de 69,425m², 01 vaga de garagem coberta exclusiva com 12,00m², condomínio com portões automatizados e monitoramento por câmeras.* Valor do condomínio R$ 380,00;* Vaga de garagem com 12m², e matrícula independente;* Oportunidade para investidor;* Valor do aluguel R$ 1.890,00 + taxas e consumos;* Vale a pena conhecer!* Agende hoje mesmo uma visita ao imovel com um corretor da Delimas Imóveis, Fone / (Whatsapp) ou * Visite nosso site www.delimasimoveis.com.br.* Valor sujeito a alteração sem aviso prévio.Caracteristícas: Escola: Perto Supermercado: Perto Igreja: Perto Parada de Ônibus: Perto Shopping: Perto Restaurante: Perto Hotel: perto Hospital: Perto Banheiros: 3 Sacada: 3 Piso: Madeirado Garagem: 1 Teto: Laje Suite: 1 Dormitórios: 2 Área Privativa / Construída: 9408413M² Construída: 94,8413m² Área Privativa: 81,425m² Área Útil: 81,425m² Área Total: 94 Farmácia Circuito interno de câmeras Churrasqueira Gás Central Salão de festas Cozinha Aceita pets Sala p/ Dois Ambientes Espaço Gourmet Interfone Hall de entrada Aquecimento a gás Lareira Área de Serviço";Rua Baltazar Carrasco dos Reis;94;2;-;3;1;395000;380;-25.449004;-49.266976;https://www.vivareal.com.br/imovel/apartamento-2-quartos-reboucas-bairros-curitiba-com-garagem-94m2-venda-RS395000-id-2556026658/
Apartamento localizado na Avenida dos Estados, 879 - Água Verde, Ed. Sant Michel, com 90m² de área total e 65m² privativos, região excelente, lugar seguro e tranquilo, fica no 2º andar, sem elevador.Prédio com 4 andares, 2 unidades por andar, bloco dos fundos (B), posição lateral face norte, bem ensolarado e silencioso. Contendo 2 dormitórios, sendo 1 suíte, sala ampla dois ambientes, cozinha com armários, lavanderia separada e com muita claridade, bwcs com armários e box acrílico, janelas de alumínio com venezianas, piso laminado de madeira, gás encanado na cozinha, 1 vaga de garagem livre, privativa, coberta e numerada. Imóvel muito bem conservado. Prédio com alarme nas garagens e portões com sensor de entrada.Imóvel Locado por 1.200,00Agende já sua Visita!**41*3093*4020****41*99116*5900**imobiliariaavante*com*br -;Avenida dos Estados;90;2;1;2;1;310000;0;-25.467278;-49.286292;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-65m2-venda-RS310000-id-2571420888/
APARTAMETNO NO BAIRRO ÁGUA VERDE EM ÓTIMA LOCALIZAÇÃO.CONTENDO: Sala para dois ambientes, cozinha com armários, mesa de apoio, lavanderia com entrada independente, dois dormitórios (um com armários), piso laminado, banheiro social, uma vaga de garagem individual.;Rua Pará;88;2;0;1;1;225000;650;-25.465417;-49.281886;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-42m2-venda-RS225000-id-2558263120/
Apartamento notável na Vila Izabel recheado de mobília fixa nos quartos, cozinha e banheiros.O apartamento é composto da seguinte maneira:3 quartos, sendo 1 suíteBwc social01 vaga livre e cobertaCozinha toda planejada com armáriosBoa área de serviço separadaDetalhes técnicos:Aquecimento à gás4º andarGrades nas janelas**NÃO POSSUI ELEVADORO Condomínio Residencial Anhanguera conta com:PlaygroundO imóvel encontra-se em um dos bairros mais queridos da região central de Curitiba em rua arborizada e plana, bem pertinho da Avenida República Argentina, do Festval Água Verde e próximo à diversas escolas, linhas de transporte, comércios e serviços em geral.Converse com o seu assessor(a) imobiliário e vem conferir se é este o imóvel que você está procurando!Venha se encantar pelo seu novo imóvel!Para maiores informações entre em contato com um de nossos assessores especialistas da Live Imobi!Live Imobi: Assessoria Verdadeira!!;Rua Professor Sebastião Paraná;105;3;1;2;1;370000;425;-25.459761;-49.294208;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-70m2-venda-RS370000-id-2582792178/
Baixou o valor! Apartamento no Condomínio Spazio Compostela, localizado no Bairro Hauer, a apenas 10 minutos do Bairro Portão.Composto por sala para dois ambientes, possui painel com espelho, 2 dormitórios, banheiro social, cozinha com armários planejados e tampo em granito, área de serviço, porta de correr em vidro para separação da cozinha e 1 vaga de garagem descoberta.Vale muito a pena agendar uma visita!O condomínio possui uma excelente estrutura para o lazer da sua família e convidados. Um salão de festas muito aconchegante, área de churrasqueira com toda estrutura para você aproveitar, playground, quadra poliesportiva, bicicletário, portaria 24 horas.REF.4099-L7Os valores mencionados poderão ser alterados sem aviso prédio. -;Rua São Bento;52;2;0;1;1;245000;361;-25.482811;-49.261611;https://www.vivareal.com.br/imovel/apartamento-2-quartos-portao-bairros-curitiba-com-garagem-45m2-venda-RS245000-id-2568544695/
DESCRIÇÃO TÉCNICA DO IMÓVEL:Apartamento a venda ED Dona Marta. Localizado na Rua Tibagi, 723 entre a Av Visconde de Guarapuava e a Rua Nilo Cairo Apartamento com de 01 dormitório reformado em andar alto 08 andar, prédio em bom estado de conservação com 02 elevadores. Apê desocupado ideal para investimento para renda imobiliária com 36 m² de área privativa, sendo quarto separado com banheiro. Ampla sala com a cozinha integrada, cozinha com área de serviço. Piso laminado no quarto e sala, cozinha e área de serviço piso de cerâmica. Apartamento pronto pra morar com pintura nova.METRAGENS : - PRIVATIVA: 34 M² - TOTAL : 45 M² SEM VAGA DE GARAGEM PREÇO E CONDIÇÕES DE PAGAMENTO :VALOR PARA VENDA --------R$ 190.000,00Custo por m/2 total ---------R$ 4.222,00- VALOR CONDOMÍNIO: R$ 290,00  - VALOR IPTU: R$ 420,00 ANUAL Visitas com corretores FUTULARE Imóveis .Fones : (41) 9. e (41) 9.;Rua Tibagi;45;1;1;1;-;190000;290;-25.433165;-49.262174;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-34m2-venda-RS190000-id-2573028942/
"Excelente apartamento, localizado no bairro Cristo Rei, próximo ao Jardim Botânico, Hospital Universitário Cajuru, Mercado Municipal de Curitiba e conta com outros diversos comércios e serviços para sua comodidade.Apartamento, ensolarado e bem ventilado com 63,40 m² distribuídos da seguinte forma:- Sala ampla para 2 ambientes;- Sacada com churrasqueira a carvão;- Cozinha em conceito aberto;- Banheiro Social;- 2 Quartos sendo 1 suíte.* 1 Vaga de garagem.Diferenciais do imóvel: Fechadura eletrônica na porta de entrada, infrestrutura para aquecimento a gás natural, acabamento em gesso, infraestrutura para ar-condicionado, piso de porcelanato nos banheiros.Condominio oferece: Salão de festas, playground, pet place, mini quadra, academia, sala de jogos, bicicletário, brinquedoteca, espaço yoga, espaço gourmet, piscina adulto e infantil. ]]>";Avenida Presidente Affonso Camargo;63;2;1;2;1;391000;-;-;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cristo-rei-bairros-curitiba-com-garagem-63m2-venda-RS391000-id-2565298157/
VENDE-SE APARTAMENTO COM 366M² PRIVATIVOS, QUATRO SUITES, QUATRO VAGAS, DE FRENTE PARA O GRACIOSA COUNTRY CLUB – Rua Clóvis Beviláqua, 300 – Cabral - Curitiba – Pr. Edifício Regent’ S Park Sala para três ambientes, com lareira, lavabo e sacada com vista para o Graciosa Country Club, espaço Goumet com Churrasqueira a Carvão, cozinha espaçosa com armários planejados, área de serviço e dependência de empregada, quatro suítes com armários, quatro vagas de garagem, vista definitiva, localizado em rua calma com pouco movimento. Prédio com estacionamento para visitantes, salão de festas, espaço para crianças, jardim externo agradável, prédio privativo com poucos moradores. Não perca esta oportunidade, um lugar para você viver os melhores momentos da sua vida, no lugar mais valorizados de Curitiba. Agende já sua visita.  Valor do condomínio R$ 2.800,00;Rua Clóvis Beviláqua;366;4;4;5;4;3500000;-;-25.40952;-49.246989;https://www.vivareal.com.br/imovel/apartamento-4-quartos-cabral-bairros-curitiba-com-garagem-366m2-venda-RS3500000-id-2583241803/
